Company,Symbol,Market_Cap,Total_Debt,Total_Asset,Cash_Flow,Cash_to_Market,Pomoters_Stake_Pledged,Net_Profit,Sector
Lux Industries,LUXIND,1798.39,207.79,442.65,7.17,0.39868993933462704,False,14.34,Textiles - Processing
Lyka Labs,LYKALABS,120.12,71.51,138.02,1.73,1.4402264402264402,False,1.07,Pharmaceuticals
M&M;,M&M;,79791.74,1843.55,23550.74,842.48,1.055848637966787,False,1112.27,Auto - Cars & Jeeps
M&M; Financial,M&MFIN;,17913.25,21678.57,27766.68,218.77,1.2212747547206677,False,-15.64,Finance - Leasing & Hire Purchase
MOSt M100 ETF,M100,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
MOSt M50 ETF,M50,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Maan Aluminium,MAANALU,40.06,55.45,82.37,1.25,3.1203195207189216,False,0.67,Aluminium
Madhucon Proj,MADHUCON,314.74,456.77,1226.84,25.76,8.184533265552519,False,9.71,Construction & Contracting - Civil
Madras Fert,MADRASFERT,311.73,598.09,65.94,32.33,10.371154524748981,False,-10.21,Fertilisers
Magma Fincorp,MAGMA,2508.22,8557.76,10602.16,202.09,8.057108228145857,False,29.44,Finance - Leasing & Hire Purchase
Magnum Ventures,MAGNUM,15.19,302.72,178.14,13.5,88.87425938117183,False,-14.37,Paper
Bank of Mah,MAHABANK,3913.92,148217.92,160957.33,9320.15,238.12827037854632,False,-182.51,Banks - Public Sector
Maheshwari Logi,MAHESHWARI,1.0,0.0,0.0,0.0,0.0,True,0.0,Miscellaneous
Mahindra CIE,MAHINDCIE,8023.03,10.93,2357.16,25.66,0.31982929142730365,True,10.94,Castings & Forgings
Mahindra Life,MAHLIFE,1986.22,566.47,1967.42,139.08,7.002245471297239,False,15.81,Construction & Contracting - Civil
Mah Scooters,MAHSCOOTER,2160.0,0.0,312.0,6.17,0.28564814814814815,False,1.03,Auto - 2 & 3 Wheelers
Malu Paper,MALUPAPER,55.7,100.56,115.36,1.82,3.267504488330341,False,0.47,Paper
Malwa Cotton,MALWACOTT,7.09,193.15,-52.67,0.4,5.6417489421720735,False,-11.16,Textiles - Spinning - Cotton Blended
Manaksia Alumin,MANAKALUCO,43.38,87.33,189.66,0.05,0.1152604887044721,False,-1.86,Aluminium
Manaksia Coated,MANAKCOAT,78.58,40.8,123.15,1.2,1.5271061338763043,False,-0.06,Engineering
Manaksia Ind,MANAKINDST,176.64,62.42,162.66,0.77,0.4359148550724638,False,0.8,Miscellaneous
Manaksia,MANAKSIA,440.72,0.0,90.22,3.98,0.9030677073879106,False,-1.33,Steel - Rolling
Manaksia Steels,MANAKSTEEL,85.25,53.87,207.23,23.43,27.483870967741936,False,2.02,Steel - Large
Manali Petro,MANALIPETC,686.28,2.26,284.95,65.05,9.478638456606634,False,14.54,Petrochemicals
Manappuram Fin,MANAPPURAM,8250.62,7882.38,10619.18,382.11,4.631288315302364,False,189.88,Finance - Leasing & Hire Purchase
Mandhana Ind,MANDHANA,63.76,846.88,1450.56,2.35,3.6856963613550815,False,-53.1,Textiles - General
Mangalam Drugs,MANGALAM,228.32,52.3,113.83,0.5,0.2189908899789769,False,6.2,Pharmaceuticals
Mangalore Chem,MANGCHEFER,686.2,1332.55,1752.14,3.99,0.5814631302827163,False,7.74,Fertilisers
Mangalam Cement,MANGLMCEM,866.88,345.21,840.6,22.42,2.5862864525655223,False,5.85,Cement - Major
Mangalam Timber,MANGTIMBER,52.23,23.38,37.16,0.09,0.17231476163124643,False,-2.59,Miscellaneous
Man Infra,MANINFRA,1158.3,0.0,623.03,35.86,3.0959164292497627,False,8.34,Construction & Contracting - Civil
Manpasand Bever,MANPASAND,4045.19,0.0,601.57,4.35,0.10753512195966072,False,7.24,Food Processing
Manugraph Ind,MANUGRAPH,168.35,0.0,216.2,11.81,7.015147015147015,False,0.23,Engineering
Maral Overseas,MARALOVER,175.99,177.1,282.81,3.27,1.8580601170521052,False,4.32,Textiles - Spinning - Cotton Blended
Marathon Realty,MARATHON,745.2,0.0,613.32,3.22,0.43209876543209874,False,25.16,Construction & Contracting - Real Estate
Marico,MARICO,37807.88,25.83,2623.51,9.2,0.024333551629977666,False,265.31,Personal Care
Marksans Pharma,MARKSANS,1929.91,40.62,463.31,3.13,0.16218372877491696,False,8.44,Pharmaceuticals
Maruti Suzuki,MARUTI,181982.09,77.4,27084.5,39.1,0.02148563081125181,False,1744.5,Auto - Cars & Jeeps
Mastek,MASTEK,422.96,0.18,198.07,14.1,3.333648571968981,False,-0.49,Computers - Software
Mawana Sugars,MAWANASUG,326.43,292.42,-88.87,23.23,7.116380234659804,False,363.02,Sugar
Max India,MAXINDIA,4073.2,0.0,1639.17,0.84,0.020622606304625358,False,-0.55,Miscellaneous
Max Ventures an,MAXVIL,622.53,0.0,186.93,0.0,0.0,False,-2.14,Packaging
Mayur Uniquoter,MAYURUNIQ,1731.54,20.2,362.31,8.51,0.4914700209062453,False,18.62,Plastics
Mazda,MAZDA,135.11,1.88,101.4,4.7,3.478647028347272,False,1.96,Engineering
Mcnally Bh Engg,MBECL,272.26,1992.84,2106.34,44.39,16.304267979137588,False,-146.68,Engineering
MBL Infra,MBLINFRA,187.37,852.23,1576.7,4.32,2.3055985483268397,False,13.51,Construction & Contracting - Civil
McDowell Hold,MCDHOLDING,56.53,20.0,51.94,0.15,0.2653458340704051,False,-1.04,Finance - Investments
United Spirits,MCDOWELL-N,31586.26,3699.85,6507.07,4.75,0.015038184324449935,False,147.7,Breweries & Distilleries
Mcleod,MCLEODRUSS,1827.91,606.56,2483.13,9.92,0.5426963034285057,False,23.62,Plantations - Tea & Coffee
MCX India,MCX,6138.16,0.0,1391.85,20.74,0.3378862721076023,True,33.94,Miscellaneous
Menon Bearings,MENONBE,409.09,12.35,64.29,5.37,1.312669583710186,False,4.03,Bearings
MEP Infra,MEP,855.11,433.99,1020.77,12.73,1.4886973605734934,False,1.97,Infrastructure - General
Mercator,MERCATOR,1260.4,784.58,1501.5,5.59,0.4435099968264043,True,1.04,Shipping
Merck,MERCK,1726.34,0.0,591.55,9.18,0.5317608350614595,False,18.2,Pharmaceuticals
Metalyst Forgin,METALFORGE,206.54,2323.1,3134.73,44.52,21.555146702817858,False,-87.76,Castings & Forgings
Metkore Alloys,METKORE,21.13,49.53,160.45,0.46,2.1769995267392335,False,-3.41,Steel - Medium / Small
Max Financial,MFSL,15410.79,0.0,1669.92,0.68,0.004412492805365591,False,80.49,Packaging
Mahanagar Gas,MGL,8840.12,4.38,1532.35,21.11,0.23879766338013508,False,99.0,Refineries
Mahindra Holida,MHRIL,3867.74,0.0,691.86,83.47,2.158107835583571,False,35.72,Hotels
MIC Electronics,MIC,258.36,107.59,339.83,2.39,0.92506579965939,False,3.51,Telecommunications - Equipment
ICICI Pru Mid,MIDCAPIWIN,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Minda Corp,MINDACORP,1969.62,56.89,422.27,43.61,2.2141326753383903,False,17.62,Auto Ancillaries
Minda Ind,MINDAIND,3512.99,98.69,537.28,10.54,0.30002931975325864,False,18.96,Auto Ancillaries
Mindteck,MINDTECK,198.38,0.0,172.77,30.41,15.32916624659744,False,0.66,Computers - Software
Mindtree,MINDTREE,7601.43,41.8,2458.2,192.4,2.5311027004129487,False,118.4,Computers - Software
Mirc Electronic,MIRCELECTR,296.45,197.22,342.78,14.89,5.022769438353854,False,-9.73,Consumer Goods - Electronic
Mirza Intl,MIRZAINT,1036.44,190.43,636.05,3.12,0.30103045038786613,False,17.17,Leather Products
MM Forgings,MMFL,657.66,190.63,470.23,120.8,18.36815375726059,False,10.06,Castings & Forgings
MMTC Ltd,MMTC,6195.0,271.82,1649.76,78.45,1.2663438256658595,False,74.43,Trading
Mohit Ind,MOHITIND,59.6,57.7,84.65,0.59,0.9899328859060402,False,0.72,Textiles - Processing
Mold Tek Tech,MOLDTECH,142.38,7.73,36.78,0.39,0.2739148756847872,False,1.29,Packaging
Mold-Tek Pack,MOLDTKPAC,648.43,25.23,154.21,0.78,0.12029054793886773,False,5.55,Plastics
Momai Apparels,MOMAI,1.0,0.0,0.0,13.37,0.0,True,0.0,Textiles - Readymade Apparels
Monnet Ispat,MONNETISPA,684.62,6874.63,7689.46,86.59,12.647892261400484,False,-506.64,Steel - Sponge Iron
Monte Carlo,MONTECARLO,884.6,59.04,505.1,0.82,0.0926972643002487,False,33.94,Textiles - Readymade Apparels
Morarjee Text,MORARJEE,201.64,344.89,486.35,8.25,4.091450109105336,False,2.74,Textiles - Spinning - Cotton Blended
Morepen Lab,MOREPENLAB,854.67,42.74,371.58,3.63,0.42472533258450634,False,4.27,Pharmaceuticals
Moser Baer,MOSERBAER,149.69,1387.7,-337.59,4.8,3.206627029193667,False,-655.36,Computers - Hardware
Motherson Sumi,MOTHERSUMI,52323.96,338.1,2774.7,13.5,0.025800799480773243,False,212.96,Auto Ancillaries
Motilal Oswal,MOTILALOFS,10437.29,348.06,941.55,111.61,1.0693388801115997,False,5.64,Finance - General
Motor and Gen F,MOTOGENFIN,62.54,45.02,134.67,1.5,2.398464982411257,False,0.05,Finance - Leasing & Hire Purchase
MphasiS,MPHASIS,12097.56,132.51,4659.99,130.6,1.0795565386739145,False,176.61,Computers - Software
MPS,MPSLTD,1284.38,0.0,274.88,4.23,0.3293417835842975,False,15.39,Printing & Stationery
MRF,MRF,25753.85,1973.51,8767.84,77.36,0.30038227294171554,False,288.08,Tyres
MRO-TEK,MRO-TEK,103.42,18.47,16.36,0.75,0.7251982208470316,False,-1.74,Computers - Hardware
MRPL,MRPL,18691.47,6822.98,13243.41,13005.95,69.58227469535568,False,565.99,Refineries
MSP Steel,MSPL,114.53,1065.12,1606.81,1.86,1.624028638784598,False,-52.68,Steel - Sponge Iron
MT Educare,MTEDUCARE,336.68,34.99,180.54,8.05,2.3909944160627306,False,-5.89,Computers - Software - Training
MTNL,MTNL,1512.0,16982.71,16995.31,162.38,10.739417989417989,False,-819.96,Telecommunications - Service
Mukund Engg,MUKANDENGG,61.54,45.53,97.74,0.39,0.6337341566460839,False,0.16,Construction & Contracting - Civil
Mukand,MUKANDLTD,1200.54,2463.93,4582.0,15.8,1.3160744331717393,False,2.15,Steel - Medium / Small
Mukta Arts,MUKTAARTS,225.13,50.8,160.8,0.9,0.3997690223426465,False,0.06,Media & Entertainment
Munjal Auto Ind,MUNJALAU,503.75,53.26,271.85,2.93,0.5816377171215881,False,6.25,Auto Ancillaries
Munjal Showa,MUNJALSHOW,862.49,0.0,452.93,2.43,0.28174239701329873,False,14.33,Auto Ancillaries
Muthoot Cap,MUTHOOTCAP,340.5,761.8,909.7,2.35,0.6901615271659325,False,6.44,Finance - Investments
Muthoot Finance,MUTHOOTFIN,14755.89,13639.78,19259.01,677.31,4.590099275611299,False,291.06,Finance - Investments
MVL,MVL,31.26,256.38,422.17,0.85,2.7191298784388995,False,-1.06,Construction & Contracting - Real Estate
Kiri Industries,N/A,1.0,0.0,0.0,0.0,0.0,True,0.0,Dyes & Pigments
MOSt NASDAQ 100,N100,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Nagarjuna Fert,NAGAFERT,1161.44,1643.73,3235.47,36.41,3.1349015015842396,False,-20.27,Fertilisers
Nagarjuna Oil,NAGAROIL,200.39,12.19,376.81,0.01,0.00499026897549778,False,-1.86,Refineries
Nagreeka Cap,NAGREEKCAP,16.39,203.97,276.31,0.04,0.24405125076266015,False,-2.88,Finance - Investments
Nagreeka Export,NAGREEKEXP,51.15,192.83,294.16,2.44,4.7702834799608995,False,0.56,Textiles - Spinning - Cotton Blended
Nahar Capital,NAHARCAP,169.72,14.96,520.97,0.34,0.20032995522036295,False,2.02,Finance - Investments
Nahar Ent,NAHARINDUS,450.54,849.3,1466.86,3.44,0.7635282105917344,False,15.22,Textiles - Composite Mills
Nahar Poly Film,NAHARPOLY,149.25,27.82,186.8,0.25,0.16750418760469013,False,1.87,Textiles - Spinning - Cotton Blended
"
Nahar Spinning
96.00
-0.26

",NAHARSPING,487.96,916.22,1719.92,12.83,2.629313878186737,False,3.91,Textiles - Hosiery/Knitwear
"
Nahar Spinning


116.45
-17.56



105.65
-9.13



139.25
-31.06



101.70
-5.6



96.00
-0.26


",NAHARSPING,487.96,916.22,1719.92,12.83,2.629313878186737,False,3.91,Textiles - Hosiery/Knitwear
Nakoda,NAKODA,12.0,1802.58,1777.73,3.97,33.083333333333336,False,-18.34,Textiles - Processing
Nandani Creatio,NANDANI,1.0,0.0,0.0,0.0,0.0,True,0.0,Textiles - Readymade Apparels
Natco Pharma,NATCOPHARM,14763.87,96.03,1431.44,19.22,0.1301826689072716,False,197.07,Pharmaceuticals
Nath Bio-Genes,NATHBIOGEN,236.46,58.04,179.34,1.22,0.5159434999577095,False,1.17,Pharmaceuticals
NALCO,NATIONALUM,14690.26,0.0,12907.68,4933.53,33.583680615591554,False,143.92,Aluminium
Info Edge,NAUKRI,9673.05,0.38,1764.37,44.65,0.46159174200484854,False,47.12,Miscellaneous
Navin Fluorine,NAVINFLUOR,2979.29,29.9,663.45,10.97,0.36820853290549094,False,20.59,Chemicals
Navkar Corp,NAVKARCORP,2509.9,316.48,1408.85,4.19,0.1669389218693972,False,21.27,Transport & Logistics
Navneet,NAVNETEDUL,3868.61,99.5,728.0,5.27,0.13622463882376357,False,12.64,Printing & Stationery
NBCC (India),NBCC,15489.0,0.0,1488.51,720.19,4.649686874556137,False,63.71,Infrastructure - General
NBI Industrial,NBIFIN,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
Nava Bharat Ven,NBVENTURES,2250.05,358.8,2974.22,21.07,0.9364236350303325,False,29.09,Diversified
NCC,NCC,4547.52,1818.53,5227.34,211.85,4.658583139821265,False,58.27,Construction & Contracting - Civil
NCL Industries,NCLIND,727.49,101.77,298.59,21.13,2.904507278450563,False,18.83,Cement - Mini
Naga Dhunseri,NDGL,1.0,0.0,0.0,0.35,0.0,True,0.0,Plantations - Tea & Coffee
Nandan Denim,NDL,578.03,464.45,802.87,17.47,3.0223344809092954,False,8.78,Textiles - Denim
NDTV,NDTV,437.44,110.02,427.84,0.97,0.22174469641550842,False,-15.83,Media & Entertainment
North Eastern,NECCLTD,300.68,78.3,151.18,3.24,1.077557536251164,False,1.11,Miscellaneous
Nectar Life,NECLIFE,789.4,872.64,1882.95,36.41,4.612363820623258,False,18.14,Pharmaceuticals
Nelcast,NELCAST,510.7,80.31,385.41,52.61,10.301546896416683,False,9.82,Castings & Forgings
NELCO,NELCO,180.27,79.26,83.46,4.41,2.4463305042436345,False,1.62,Telecommunications - Equipment
NEPC India,NEPCMICON,10.39,162.35,208.09,0.22,2.1174205967276225,True,0.01,Engineering
NESCO,NESCO,3314.15,0.0,658.17,6.64,0.20035303169741864,False,56.19,Diversified
Nestle,NESTLEIND,64309.28,17.73,2835.57,1472.41,2.2895762477825907,False,167.31,Food Processing
Network 18,NETWORK18,3711.43,646.37,3270.42,3.48,0.09376439808914623,False,-50.26,Finance - General
Neuland Lab,NEULANDLAB,1322.11,169.03,353.21,1.49,0.11269864080900985,False,3.81,Pharmaceuticals
Next Mediaworks,NEXTMEDIA,143.88,10.41,38.48,0.23,0.15985543508479289,False,-0.66,Media & Entertainment
NFL,NFL,3760.28,8470.9,10077.55,6.97,0.1853585371302137,False,73.24,Fertilisers
Narayana Hruda,NH,6437.37,132.28,1092.87,8.3,0.12893464256365567,False,19.33,Hospitals & Medical Services
NRB Industrial,NIBL,78.14,104.65,114.51,0.23,0.2943434860506783,False,-3.66,Bearings
ICICI CNX 100,NIF100IWIN,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
NIFTYBEES,NIFTYBEES,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
ICICI Nifty ETF,NIFTYIWIN,1.0,0.0,0.0,0.0,0.0,True,0.0,Miscellaneous
NIIT,NIITLTD,1393.96,174.61,986.31,10.96,0.7862492467502654,False,-12.72,Computers - Software - Training
NIIT Tech,NIITTECH,2677.85,5.95,1153.59,102.7,3.8351662714491104,False,28.31,Computers - Software
Nila Infra,NILAINFRA,651.06,136.3,306.31,0.88,0.13516419377630326,False,5.61,Construction & Contracting - Housing
Nilkamal,NILKAMAL,2912.21,83.24,668.22,7.3,0.25066873611449725,False,28.24,Plastics
Indo-National,NIPPOBATRY,342.06,34.52,201.93,32.27,9.434017423843772,False,2.61,Dry Cells
Nitesh Estates,NITESHEST,121.33,254.05,686.73,8.54,7.03865490810187,False,-15.53,Construction & Contracting - Real Estate
Nitin Fire Prot,NITINFIRE,659.07,326.51,493.21,5.88,0.8921662342391551,False,-2.42,Miscellaneous
Nitin Spinners,NITINSPIN,545.65,298.63,504.28,0.57,0.10446256757995051,False,15.17,Textiles - Spinning - Cotton Blended
Nitiraj Enginee,NITIRAJ,1.0,0.0,0.0,0.0,0.0,True,0.0,Miscellaneous
NOCIL,NOCIL,1535.23,15.87,483.82,5.44,0.3543443002025755,False,25.47,Petrochemicals
Noida Toll,NOIDATOLL,209.47,39.42,560.19,25.26,12.059006062920705,False,-9.4,Construction & Contracting - Civil
NRB Bearings,NRBBEARING,1041.92,225.39,526.75,30.07,2.8860181203931203,False,7.64,Bearings
Nalwa Sons,NSIL,458.27,0.0,363.23,2.16,0.4713378575948677,False,5.81,Finance - General
Nu Tek India,NUTEK,10.35,14.35,500.91,4.88,47.14975845410628,False,0.26,Telecommunications - Service
ICICI NV20,NV20IWIN,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Oberoi Realty,OBEROIRLTY,12434.75,108.61,3824.65,24.98,0.2008886386939826,False,72.63,Construction & Contracting - Real Estate
Oriental Carbon,OCCL,931.79,49.13,335.78,3.83,0.4110368216014338,False,14.87,Chemicals
OCL India,OCL,5235.67,1120.47,2525.58,30.58,0.5840704246065929,False,80.17,Cement - Major
Oracle Fin Serv,OFSS,32438.52,0.0,2989.33,135.82,0.41869974339149874,False,235.53,Computers - Software
Oil India,OIL,25063.61,9198.75,31514.93,9412.72,37.555324233021494,True,454.69,Oil Drilling And Exploration
OCL Iron,OISL,76.33,718.33,1151.17,33.87,44.373116729988205,False,-55.85,Steel - Medium / Small
Omax Autos,OMAXAUTO,168.0,82.29,302.31,27.39,16.303571428571427,False,-2.76,Auto Ancillaries
Omaxe,OMAXE,3091.02,622.53,2571.54,41.25,1.3345109381369258,False,13.78,Construction & Contracting - Real Estate
Omkar Special,OMKARCHEM,313.71,174.72,356.15,6.63,2.1134168499569665,False,5.95,Chemicals
OM Metals Infra,OMMETALS,459.37,57.65,625.55,46.94,10.218342512571565,False,2.3,Engineering
Onelife Capital,ONELIFECAP,37.94,0.39,48.42,0.23,0.6062203479177649,False,-0.53,Finance - Investments
ONGC,ONGC,237479.02,0.0,151852.7,3017.17,1.270499600343643,False,4352.33,Oil Drilling And Exploration
Opto Circuits,OPTOCIRCUI,225.36,647.9,1914.86,2.76,1.224707135250266,False,-43.54,Hospitals & Medical Services
Orbit Corp,ORBITCORP,52.65,391.24,734.09,9.69,18.404558404558404,False,-5.59,Construction & Contracting - Real Estate
Orbit Exports,ORBTEXP,358.78,35.2,147.43,7.47,2.0820558559562965,False,4.15,Textiles - Weaving
Orchid Pharma,ORCHIDPHAR,232.64,3011.16,3182.29,313.11,134.58992434663,False,-60.98,Pharmaceuticals
Oricon Ent,ORICONENT,882.61,85.32,571.43,0.19,0.021527061782667316,False,0.83,Packaging
Orient Abrasive,ORIENTABRA,418.74,36.22,211.54,2.89,0.6901657353011416,False,2.55,Abrasives
Oriental Bank,ORIENTBANK,4879.27,216812.24,237541.55,9962.43,204.1786988627397,False,-130.01,Banks - Public Sector
Orient Cement,ORIENTCEM,2702.22,1289.71,2306.02,36.84,1.3633234895752384,False,-11.67,Cement - Major
Oriental Hotels,ORIENTHOT,637.6,296.98,519.5,2.08,0.3262233375156838,False,3.75,Hotels
Orient Press,ORIENTLTD,54.39,50.58,114.66,1.46,2.6843169700312557,False,0.51,Printing & Stationery
Orient Paper,ORIENTPPR,1722.95,413.05,827.27,58.3,3.3837313909283497,False,2.88,Diversified
Ortel Comm,ORTEL,349.2,129.4,268.89,28.2,8.075601374570446,False,-2.78,Media & Entertainment
Ortin Labs,ORTINLABSS,31.09,20.02,43.29,1.66,5.339337407526536,False,-0.49,Pharmaceuticals
PAE,PAEL,15.16,22.03,-1.98,0.29,1.9129287598944589,False,-1.04,Auto Ancillaries
Page Industries,PAGEIND,16340.43,73.43,578.66,8.53,0.05220180864273461,False,62.88,Textiles - Readymade Apparels
Panacea Biotec,PANACEABIO,970.21,997.13,1537.16,6.04,0.6225456344502737,False,-29.25,Pharmaceuticals
Panama Petro,PANAMAPET,594.85,28.77,284.21,8.41,1.4138017987727998,False,10.37,Chemicals
Huhtamaki PPL,PAPERPROD,1726.18,399.8,986.66,11.03,0.6389831883117635,False,3.75,Packaging
Parabolic Drugs,PARABDRUGS,53.54,971.75,290.5,0.0,0.0,False,-45.39,Pharmaceuticals
Paramount Comm,PARACABLES,43.96,268.5,-66.92,27.88,63.421292083712466,False,-13.63,Cables - Telephone
Parag Milk Food,PARAGMILK,1918.65,360.09,737.79,4.59,0.23923070909233055,False,-37.94,Food Processing
Parsvnath,PARSVNATH,541.37,1418.7,4016.7,21.0,3.8790476014555666,False,-15.06,Construction & Contracting - Real Estate
Patel Eng,PATELENG,1235.55,4103.7,5784.64,39.58,3.2034316701064305,False,7.36,Construction & Contracting - Civil
Patel Integrate,PATINTLOG,137.42,53.62,160.51,23.66,17.217290059671083,False,0.6,Transport & Logistics
Patspin India,PATSPINLTD,50.68,192.75,218.24,4.13,8.149171270718233,False,2.23,Textiles - Spinning - Cotton Blended
PBA Infra,PBAINFRA,29.09,375.88,449.1,-0.33,-1.1344104503265726,False,-0.99,Construction & Contracting - Civil
Pudumjee Paper ,PDMJEPAPER,246.87,95.01,299.9,4.23,1.7134524243528986,False,4.7,Paper
Parenteral Drug,PDPL,80.8,505.48,794.89,2.29,2.8341584158415842,False,-25.76,Pharmaceuticals
PDS Multi,PDSMFL,440.32,21.33,124.34,0.45,0.1021984011627907,False,0.09,Textiles - General
Pudumjee Ind,PDUMJEIND,19.62,16.38,50.44,0.13,0.6625891946992865,False,-0.07,Paper
Pudumjee Pulp,PDUMJEPULP,81.18,5.11,90.6,0.79,0.9731460950973145,False,1.0,Paper
Pearl Polymers,PEARLPOLY,58.08,26.34,79.19,0.93,1.6012396694214877,False,0.41,Plastics
Piramal Enter,PEL,32824.95,12401.41,24578.01,20.0,0.06092926264929574,False,60.16,Pharmaceuticals
Peninsula Land,PENINLAND,523.5,1659.72,3124.58,32.47,6.202483285577841,False,-20.45,Construction & Contracting - Housing
Pennar Eng,PENPEBS,431.18,54.68,266.82,62.89,14.58555591632265,False,5.24,Miscellaneous
Perfect Infra,PERFECT,1.0,0.0,0.0,0.18,0.0,True,0.0,Construction & Contracting - Civil
Persistent,PERSISTENT,4765.2,2.57,1553.5,50.05,1.0503231763619576,False,86.84,Computers - Software
Petron Engg,PETRONENGG,103.35,117.33,283.11,3.52,3.4059022738268023,False,-1.83,Engineering
Petronet LNG,PETRONET,30217.5,2060.99,8437.43,2176.71,7.203474807644577,False,397.47,Oil Drilling And Exploration
Power Finance,PFC,38518.79,200484.44,236250.47,28.06,0.0728475634878458,False,1949.91,Finance - Term Lending Institutions
Pfizer,PFIZER,8859.51,2.5,2120.5,71.05,0.8019630882520591,False,62.37,Pharmaceuticals
Prime Focus,PFOCUS,2504.61,584.03,1613.62,1.01,0.04032563952072378,False,1.58,Media & Entertainment
PTC India Fin,PFS,2665.48,6251.26,7993.79,24.76,0.9289133664480694,False,83.22,Finance - Term Lending Institutions
PG Electroplast,PGEL,301.78,75.58,195.2,0.57,0.18887931605805552,False,0.23,Consumer Goods - Electronic
P and G,PGHH,24378.66,0.0,1511.21,1071.13,4.393719753259614,False,150.62,Personal Care
Pearl Global In,PGIL,257.04,122.81,411.3,34.15,13.28586990351696,False,0.1,Textiles - Readymade Apparels
Phillips Carbon,PHILIPCARB,1137.43,908.92,1431.7,49.21,4.326420087389993,False,17.47,Chemicals
Phoenix Lamps,PHOENIXLL,490.62,40.1,217.77,1.41,0.2873914638620521,False,5.35,Auto Ancillaries
Phoenix Mills,PHOENIXLTD,5772.15,768.19,3061.58,71.27,1.2347218973865892,False,5.67,Construction & Contracting - Real Estate
Pidilite Ind,PIDILITIND,35825.75,1.12,2801.36,67.7,0.18897022393111101,False,204.25,Chemicals
Pilani Invest,PILANIINVS,1692.47,0.0,878.03,0.71,0.041950522018115534,False,3.95,Finance - General
Pil Italica,PILITA,310.08,2.24,1.21,0.53,0.17092363261093912,False,2.74,Plastics
Pincon Spirit,PINCON,293.17,253.72,344.24,0.37,0.12620663778694954,False,9.34,Breweries & Distilleries
Pioneer Distill,PIONDIST,217.76,22.73,-34.61,0.74,0.33982365907421014,False,-8.53,Breweries & Distilleries
"
Pioneer
20.55
4.85

",PIONEEREMB,102.47,57.95,166.14,1.53,1.4931199375426953,False,0.33,Textiles - Hosiery/Knitwear
"
Pioneer


8.35
146.11



7.60
170.39



12.95
58.69



10.85
89.4



20.55
4.85


",PIONEEREMB,102.47,57.95,166.14,1.53,1.4931199375426953,False,0.33,Textiles - Hosiery/Knitwear
Piramal Phytoca,PIRPHYTO,214.3,0.0,5.0,1.19,0.5552963135790947,False,0.53,Pharmaceuticals
Pitti Laminatio,PITTILAM,166.08,162.58,269.53,18.23,10.976637764932562,False,1.92,Engineering
Peria Karamalai,PKTEA,1.0,0.0,0.0,9.18,0.0,True,0.0,Plantations - Tea & Coffee
Plastiblends,PLASTIBLEN,610.75,82.49,266.77,2.68,0.43880474826033566,False,7.72,Plastics
PNB,PNB,32068.48,612806.37,667390.45,73623.09,229.58085322410042,False,207.18,Banks - Public Sector
PNB Gilts,PNBGILTS,958.55,4920.67,5652.36,21.19,2.210630640029211,False,65.89,Finance - Investments
PNB Housing Fin,PNBHOUSING,19645.18,24094.62,26240.52,166.71,0.8486051031347129,False,137.78,Finance - Housing
Pritish Nandy,PNC,30.53,0.53,79.6,4.94,16.18080576482149,False,-1.08,Media & Entertainment
PNC Infratech,PNCINFRA,3052.82,6.03,1368.31,97.05,3.1790279151735117,False,76.74,Construction & Contracting - Real Estate
Pneumatic Hold,PNEUMATIC,684.36,0.0,137.06,12.56,1.8352913671167221,False,0.03,Miscellaneous
Pochiraju Ind,POCHIRAJU,13.71,29.55,113.27,0.01,0.07293946024799416,False,-2.32,Miscellaneous
Poddar Pigments,PODDARMENT,281.17,3.02,112.81,2.18,0.7753316498915248,False,5.07,Dyes & Pigments
Polaris Consult,POLARIS,1839.82,0.0,653.94,36.16,1.9654096596406168,False,30.28,Computers - Software
Poly Medicure,POLYMED,2401.54,61.46,285.29,12.66,0.5271617378848572,True,15.04,Hospitals & Medical Services
Polyplex Corp,POLYPLEX,1340.31,126.0,557.02,5.23,0.39020823540822647,False,12.76,Packaging
Ponni Sugars(E),PONNIERODE,178.72,66.69,188.28,0.57,0.3189346463742166,False,4.62,Sugar
Power Mech,POWERMECH,781.22,199.21,752.32,22.2,2.8417091216302706,False,14.81,Infrastructure - General
PPAP Automotive,PPAP,324.73,58.68,269.1,0.25,0.07698703538324146,False,6.33,Auto Ancillaries
Prabhat Dairy,PRABHAT,1188.23,93.45,616.85,5.31,0.4468831791824815,False,8.17,Food Processing
Prajay Engineer,PRAENG,77.98,95.07,708.0,1.5,1.923570146191331,False,-5.31,Construction & Contracting - Housing
Praj Industries,PRAJIND,1433.62,0.12,651.12,45.17,3.15076519579805,False,8.67,Engineering - Heavy
Prakash Ind,PRAKASH,1061.96,655.81,2862.25,24.02,2.2618554371162753,False,18.11,Diversified
